@relation soybean-weka.filters.unsupervised.attribute.ReplaceWithMissingValue-Rfirst-last-S1-P0.1-unset-class-temporarily

@attribute date {april,may,june,july,august,september,october}
@attribute plant-stand {normal,lt-normal}
@attribute precip {lt-norm,norm,gt-norm}
@attribute temp {lt-norm,norm,gt-norm}
@attribute hail {yes,no}
@attribute crop-hist {diff-lst-year,same-lst-yr,same-lst-two-yrs,same-lst-sev-yrs}
@attribute area-damaged {scattered,low-areas,upper-areas,whole-field}
@attribute severity {minor,pot-severe,severe}
@attribute seed-tmt {none,fungicide,other}
@attribute germination {90-100,80-89,lt-80}
@attribute plant-growth {norm,abnorm}
@attribute leaves {norm,abnorm}
@attribute leafspots-halo {absent,yellow-halos,no-yellow-halos}
@attribute leafspots-marg {w-s-marg,no-w-s-marg,dna}
@attribute leafspot-size {lt-1/8,gt-1/8,dna}
@attribute leaf-shread {absent,present}
@attribute leaf-malf {absent,present}
@attribute leaf-mild {absent,upper-surf,lower-surf}
@attribute stem {norm,abnorm}
@attribute lodging {yes,no}
@attribute stem-cankers {absent,below-soil,above-soil,above-sec-nde}
@attribute canker-lesion {dna,brown,dk-brown-blk,tan}
@attribute fruiting-bodies {absent,present}
@attribute external-decay {absent,firm-and-dry,watery}
@attribute mycelium {absent,present}
@attribute int-discolor {none,brown,black}
@attribute sclerotia {absent,present}
@attribute fruit-pods {norm,diseased,few-present,dna}
@attribute fruit-spots {absent,colored,brown-w/blk-specks,distort,dna}
@attribute seed {norm,abnorm}
@attribute mold-growth {absent,present}
@attribute seed-discolor {absent,present}
@attribute seed-size {norm,lt-norm}
@attribute shriveling {absent,present}
@attribute roots {norm,rotted,galls-cysts}
@attribute class {diaporthe-stem-canker,charcoal-rot,rhizoctonia-root-rot,phytophthora-rot,brown-stem-rot,powdery-mildew,downy-mildew,brown-spot,bacterial-blight,bacterial-pustule,purple-seed-stain,anthracnose,phyllosticta-leaf-spot,alternarialeaf-spot,frog-eye-leaf-spot,diaporthe-pod-&-stem-blight,cyst-nematode,2-4-d-injury,herbicide-injury}

@data
september,lt-normal,gt-norm,gt-norm,?,?,upper-areas,minor,fungicide,lt-80,norm,abnorm,absent,dna,dna,absent,absent,?,abnorm,yes,above-sec-nde,brown,present,firm-and-dry,absent,none,absent,diseased,brown-w/blk-specks,abnorm,present,present,norm,present,norm,anthracnose
october,normal,gt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,fungicide,80-89,norm,?,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,diseased,?,abnorm,present,absent,?,present,norm,anthracnose
june,lt-normal,gt-norm,?,no,diff-lst-year,scattered,pot-severe,none,?,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,brown,absent,firm-and-dry,absent,?,absent,norm,absent,norm,absent,absent,norm,?,norm,anthracnose
july,?,gt-norm,norm,yes,?,whole-field,pot-severe,?,90-100,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,firm-and-dry,absent,none,absent,diseased,brown-w/blk-specks,abnorm,?,present,norm,absent,norm,anthracnose
august,lt-normal,gt-norm,gt-norm,no,same-lst-two-yrs,upper-areas,pot-severe,none,80-89,abnorm,abnorm,absent,dna,dna,?,absent,absent,abnorm,yes,above-sec-nde,brown,present,firm-and-dry,absent,none,absent,diseased,brown-w/blk-specks,?,absent,absent,norm,?,norm,anthracnose
october,normal,gt-norm,norm,yes,?,upper-areas,pot-severe,none,80-89,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,?,above-sec-nde,?,present,absent,absent,none,?,diseased,?,abnorm,present,absent,lt-norm,present,?,anthracnose
may,normal,?,norm,yes,same-lst-yr,low-areas,pot-severe,fungicide,80-89,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-soil,dk-brown-blk,absent,firm-and-dry,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,norm,anthracnose
october,lt-normal,gt-norm,?,yes,same-lst-two-yrs,upper-areas,pot-severe,fungicide,?,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,?,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,diseased,?,abnorm,present,absent,lt-norm,present,?,anthracnose
?,normal,gt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,other,lt-80,abnorm,abnorm,absent,dna,dna,absent,absent,?,abnorm,yes,?,dk-brown-blk,present,firm-and-dry,absent,none,absent,diseased,brown-w/blk-specks,?,present,present,norm,absent,norm,anthracnose
september,?,gt-norm,gt-norm,no,same-lst-sev-yrs,whole-field,minor,fungicide,lt-80,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,no,above-sec-nde,dk-brown-blk,present,?,?,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,anthracnose
april,normal,gt-norm,norm,yes,?,whole-field,pot-severe,fungicide,lt-80,?,abnorm,absent,dna,?,absent,?,absent,abnorm,yes,above-soil,dk-brown-blk,absent,firm-and-dry,absent,none,absent,norm,absent,abnorm,present,absent,lt-norm,absent,norm,anthracnose
october,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,minor,none,90-100,abnorm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,brown,present,firm-and-dry,absent,none,absent,?,brown-w/blk-specks,abnorm,?,present,lt-norm,present,norm,anthracnose
september,lt-normal,gt-norm,norm,?,same-lst-yr,low-areas,pot-severe,?,80-89,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,?,brown-w/blk-specks,abnorm,present,absent,lt-norm,present,norm,anthracnose
september,normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,none,lt-80,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,?,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,anthracnose
october,lt-normal,?,gt-norm,no,diff-lst-year,scattered,pot-severe,none,80-89,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,?,present,firm-and-dry,absent,none,absent,diseased,brown-w/blk-specks,norm,absent,absent,norm,absent,norm,anthracnose
september,normal,gt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,none,90-100,norm,norm,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,present,absent,absent,none,absent,diseased,brown-w/blk-specks,?,present,absent,lt-norm,present,norm,anthracnose
october,?,gt-norm,gt-norm,no,?,whole-field,minor,other,80-89,norm,abnorm,absent,dna,dna,absent,absent,absent,abnorm,no,above-sec-nde,dk-brown-blk,present,firm-and-dry,absent,?,absent,diseased,brown-w/blk-specks,norm,absent,?,norm,absent,norm,anthracnose
september,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,80-89,norm,norm,absent,?,dna,absent,absent,absent,abnorm,yes,above-sec-nde,?,absent,absent,absent,none,absent,diseased,brown-w/blk-specks,?,?,absent,lt-norm,present,norm,?
september,lt-normal,gt-norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,fungicide,80-89,norm,?,absent,dna,dna,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,absent,absent,none,absent,diseased,brown-w/blk-specks,abnorm,?,absent,lt-norm,present,norm,?
july,lt-normal,norm,norm,yes,diff-lst-year,upper-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,?,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,?,?,norm,phyllosticta-leaf-spot
july,normal,lt-norm,norm,no,diff-lst-year,upper-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,?,norm,yes,absent,?,absent,absent,absent,none,absent,norm,absent,norm,absent,?,norm,absent,norm,phyllosticta-leaf-spot
july,lt-normal,norm,norm,yes,diff-lst-year,scattered,minor,none,90-100,norm,?,no-yellow-halos,?,gt-1/8,absent,absent,?,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,?,absent,norm,absent,norm,phyllosticta-leaf-spot
july,?,lt-norm,?,no,same-lst-two-yrs,scattered,minor,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,?,absent,absent,norm,absent,norm,phyllosticta-leaf-spot
july,lt-normal,norm,gt-norm,yes,same-lst-sev-yrs,?,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,?,present,?,absent,?,yes,absent,dna,?,absent,?,none,absent,norm,absent,norm,absent,?,?,absent,norm,phyllosticta-leaf-spot
june,normal,lt-norm,?,no,diff-lst-year,whole-field,minor,other,lt-80,norm,abnorm,?,w-s-marg,gt-1/8,absent,?,?,norm,?,absent,dna,?,absent,absent,none,absent,norm,absent,norm,?,absent,norm,absent,norm,phyllosticta-leaf-spot
may,normal,lt-norm,gt-norm,no,same-lst-sev-yrs,upper-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,?,gt-1/8,present,present,absent,norm,yes,absent,dna,?,absent,absent,none,absent,norm,absent,norm,absent,?,norm,absent,?,?
june,lt-normal,norm,norm,yes,same-lst-two-yrs,upper-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,present,absent,norm,yes,?,dna,?,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,phyllosticta-leaf-spot
june,normal,lt-norm,gt-norm,?,same-lst-sev-yrs,scattered,pot-severe,fungicide,90-100,abnorm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,?,?,norm,absent,norm,phyllosticta-leaf-spot
?,lt-normal,norm,gt-norm,yes,same-lst-sev-yrs,?,minor,other,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,?,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,?,norm,phyllosticta-leaf-spot
august,lt-normal,gt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,?,norm,yes,absent,dna,absent,absent,absent,none,absent,?,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
august,normal,norm,norm,yes,same-lst-sev-yrs,whole-field,?,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,?,?,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,?,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
july,normal,gt-norm,norm,yes,diff-lst-year,scattered,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,?,absent,none,absent,norm,absent,norm,absent,?,norm,absent,norm,alternarialeaf-spot
october,normal,?,gt-norm,yes,same-lst-sev-yrs,whole-field,minor,fungicide,?,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,?,absent,norm,yes,absent,?,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,?,absent,norm,alternarialeaf-spot
october,normal,norm,norm,no,same-lst-two-yrs,?,minor,other,?,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,?,absent,?,norm,absent,?,?
september,normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,whole-field,pot-severe,none,80-89,norm,?,?,w-s-marg,gt-1/8,?,absent,?,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
october,normal,norm,norm,yes,same-lst-sev-yrs,whole-field,minor,fungicide,80-89,?,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,?,?,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
september,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,low-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,?,absent,norm,alternarialeaf-spot
october,?,gt-norm,gt-norm,yes,same-lst-sev-yrs,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,?,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,?,?,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
?,?,gt-norm,?,yes,same-lst-sev-yrs,upper-areas,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,?,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
september,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,whole-field,minor,none,80-89,norm,abnorm,?,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,?,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
august,lt-normal,gt-norm,norm,yes,?,scattered,pot-severe,fungicide,?,norm,abnorm,no-yellow-halos,w-s-marg,?,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,?,?,norm,absent,norm,alternarialeaf-spot
october,normal,gt-norm,norm,yes,?,low-areas,minor,?,90-100,norm,abnorm,?,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,?,absent,absent,absent,?,absent,norm,absent,norm,absent,absent,?,absent,norm,alternarialeaf-spot
september,normal,gt-norm,?,yes,same-lst-two-yrs,upper-areas,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,?,absent,norm,absent,norm,absent,absent,norm,absent,norm,?
september,lt-normal,gt-norm,norm,yes,diff-lst-year,scattered,?,?,lt-80,norm,abnorm,no-yellow-halos,?,gt-1/8,absent,absent,absent,norm,yes,absent,dna,?,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
august,normal,gt-norm,norm,yes,?,?,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,?
august,normal,gt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,?,norm,?,absent,dna,absent,absent,absent,?,?,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
september,normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,minor,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,?,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
october,normal,gt-norm,gt-norm,?,same-lst-sev-yrs,upper-areas,minor,fungicide,90-100,norm,?,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,?,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,?
october,lt-normal,gt-norm,gt-norm,yes,same-lst-yr,low-areas,minor,?,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,?,absent,?,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,?,absent,absent,norm,absent,norm,alternarialeaf-spot
september,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,low-areas,pot-severe,none,lt-80,?,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
september,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,whole-field,?,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,?,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
august,lt-normal,gt-norm,norm,yes,?,low-areas,minor,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,?,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
october,lt-normal,norm,gt-norm,yes,?,upper-areas,minor,?,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,?,absent,?,yes,?,dna,absent,absent,absent,none,absent,norm,absent,abnorm,absent,present,norm,absent,norm,alternarialeaf-spot
august,lt-normal,gt-norm,norm,yes,?,upper-areas,?,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,?,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
october,lt-normal,gt-norm,gt-norm,?,same-lst-two-yrs,low-areas,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,?,absent,norm,yes,absent,dna,?,absent,absent,?,absent,norm,absent,?,absent,?,norm,absent,norm,alternarialeaf-spot
august,lt-normal,gt-norm,norm,yes,diff-lst-year,whole-field,?,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,?,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
august,normal,gt-norm,gt-norm,yes,?,whole-field,pot-severe,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,?
september,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,whole-field,pot-severe,none,?,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,?,?,absent,?,yes,?,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
july,normal,gt-norm,norm,yes,diff-lst-year,scattered,pot-severe,none,?,norm,abnorm,no-yellow-halos,?,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,?,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
september,?,gt-norm,norm,?,same-lst-yr,upper-areas,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
september,normal,gt-norm,gt-norm,yes,same-lst-yr,low-areas,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,?,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,?,norm,alternarialeaf-spot
august,normal,?,gt-norm,yes,?,low-areas,pot-severe,none,?,norm,abnorm,?,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,?,dna,absent,?,absent,none,?,norm,absent,norm,absent,absent,norm,absent,?,alternarialeaf-spot
?,lt-normal,gt-norm,norm,yes,?,whole-field,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,?,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
october,normal,gt-norm,?,yes,same-lst-two-yrs,low-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,?,absent,norm,yes,absent,dna,absent,absent,absent,none,?,norm,absent,norm,absent,absent,norm,absent,?,?
?,normal,gt-norm,norm,yes,diff-lst-year,whole-field,minor,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,?,absent,norm,absent,norm,absent,absent,norm,?,norm,alternarialeaf-spot
october,?,gt-norm,norm,yes,diff-lst-year,whole-field,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,?,absent,norm,absent,norm,absent,absent,norm,absent,?,alternarialeaf-spot
september,lt-normal,gt-norm,gt-norm,yes,same-lst-two-yrs,low-areas,pot-severe,none,?,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,?,?,absent,norm,absent,norm,?,absent,norm,absent,norm,?
september,normal,gt-norm,norm,yes,same-lst-sev-yrs,?,?,fungicide,90-100,?,abnorm,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,?,absent,?,absent,none,absent,norm,absent,?,absent,absent,norm,absent,norm,alternarialeaf-spot
october,normal,gt-norm,norm,yes,?,upper-areas,minor,fungicide,80-89,?,?,no-yellow-halos,w-s-marg,gt-1/8,present,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,alternarialeaf-spot
october,normal,norm,gt-norm,yes,same-lst-sev-yrs,whole-field,?,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,?,absent,?,yes,?,dk-brown-blk,present,firm-and-dry,absent,none,absent,?,brown-w/blk-specks,abnorm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
august,normal,norm,gt-norm,yes,same-lst-yr,low-areas,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,?,norm,?,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
september,normal,norm,norm,yes,same-lst-two-yrs,low-areas,?,none,90-100,norm,?,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,absent,firm-and-dry,absent,?,absent,?,absent,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
september,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,?,none,lt-80,?,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,?,yes,absent,?,absent,absent,absent,none,absent,norm,absent,norm,absent,?,norm,absent,norm,frog-eye-leaf-spot
october,lt-normal,gt-norm,gt-norm,yes,same-lst-sev-yrs,?,minor,fungicide,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,?,norm,frog-eye-leaf-spot
august,normal,norm,norm,yes,same-lst-sev-yrs,whole-field,pot-severe,?,90-100,?,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,norm,?,?,?,absent,absent,absent,none,absent,norm,absent,norm,?,absent,norm,absent,?,?
july,normal,gt-norm,norm,?,same-lst-two-yrs,?,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
september,normal,gt-norm,gt-norm,yes,same-lst-two-yrs,upper-areas,minor,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,?,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,?,absent,diseased,colored,norm,absent,absent,norm,?,norm,frog-eye-leaf-spot
september,normal,gt-norm,norm,yes,same-lst-yr,low-areas,pot-severe,fungicide,90-100,norm,abnorm,?,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,?,absent,norm,?,norm,absent,?,norm,absent,norm,?
september,normal,gt-norm,?,yes,same-lst-two-yrs,whole-field,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,?,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
september,normal,gt-norm,norm,yes,diff-lst-year,low-areas,minor,fungicide,80-89,norm,?,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,?,firm-and-dry,absent,none,absent,?,colored,norm,absent,absent,?,absent,norm,frog-eye-leaf-spot
august,normal,gt-norm,?,yes,same-lst-two-yrs,whole-field,minor,fungicide,?,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,?,norm,?,absent,dna,absent,absent,absent,none,absent,norm,?,norm,absent,absent,norm,absent,?,frog-eye-leaf-spot
?,normal,gt-norm,gt-norm,?,same-lst-yr,low-areas,pot-severe,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,?,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,?,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
august,normal,gt-norm,norm,yes,same-lst-two-yrs,low-areas,pot-severe,?,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,brown,absent,firm-and-dry,absent,none,absent,diseased,colored,?,absent,absent,norm,absent,?,frog-eye-leaf-spot
july,lt-normal,gt-norm,norm,yes,same-lst-sev-yrs,upper-areas,pot-severe,none,lt-80,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,?,abnorm,yes,above-sec-nde,dk-brown-blk,?,?,absent,none,absent,?,colored,?,?,absent,norm,absent,norm,frog-eye-leaf-spot
september,normal,gt-norm,?,yes,same-lst-sev-yrs,scattered,pot-severe,none,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,?,abnorm,yes,?,brown,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,?,norm,frog-eye-leaf-spot
september,normal,gt-norm,gt-norm,yes,same-lst-yr,low-areas,minor,fungicide,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
august,normal,gt-norm,gt-norm,yes,same-lst-yr,?,?,none,90-100,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,?,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
september,normal,gt-norm,?,yes,same-lst-two-yrs,low-areas,minor,fungicide,80-89,norm,abnorm,no-yellow-halos,w-s-marg,gt-1/8,absent,absent,absent,abnorm,yes,above-sec-nde,dk-brown-blk,absent,?,absent,none,absent,diseased,colored,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
september,normal,?,?,yes,same-lst-sev-yrs,scattered,pot-severe,?,90-100,norm,abnorm,?,w-s-marg,gt-1/8,?,absent,absent,abnorm,yes,above-sec-nde,brown,absent,firm-and-dry,absent,none,absent,diseased,colored,norm,absent,absent,norm,?,norm,frog-eye-leaf-spot
july,normal,gt-norm,norm,yes,same-lst-yr,upper-areas,pot-severe,none,80-89,norm,abnorm,?,w-s-marg,gt-1/8,absent,absent,absent,norm,yes,absent,dna,absent,absent,absent,none,absent,norm,absent,norm,absent,absent,norm,absent,norm,frog-eye-leaf-spot
